,index,job_title,company_name,Excel,Python,R,Java,Scala,C/C++,MATLAB,SAS,SQL/databases,Oracle,SPSS,Stata,Machine Learning,Data Mining/Analytics,NLP,Visualisation,Big Data,AWS Cloud,Probability,Support Vector Machines,Neural Networks,GCP,Jason,xml,Azure,Google Cloud,Mathematics,IBM,Algebra,Statistics,Operations research,DevOps,Git,presentation,management,agile,SDLC,decision making,problem solving,Team building,project_management,leadership,consulting
1328,https://ca.linkedin.com/jobs/view/data-scientist-at-stafflink-1723507632?refId=4bcca9ce-8940-4c95-8c31-4f3a2c8f1ff5&position=9&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Not found,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1329,https://ca.linkedin.com/jobs/view/data-scientist-at-blackhawk-network-1771036004?refId=4bcca9ce-8940-4c95-8c31-4f3a2c8f1ff5&position=10&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Blackhawk Network,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
1330,https://ca.linkedin.com/jobs/view/data-scientist-at-streetlight-data-1794032761?refId=4bcca9ce-8940-4c95-8c31-4f3a2c8f1ff5&position=11&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,StreetLight Data,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1331,https://ca.linkedin.com/jobs/view/data-scientist-%C2%BB-at-maxsys-staffing-consulting-1745522025?refId=4bcca9ce-8940-4c95-8c31-4f3a2c8f1ff5&position=12&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist »,MaxSys Staffing & Consulting,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1332,https://ca.linkedin.com/jobs/view/senior-data-scientist-at-textnow-1768383596?refId=4bcca9ce-8940-4c95-8c31-4f3a2c8f1ff5&position=13&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Senior Data Scientist,TextNow,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0
1333,https://ca.linkedin.com/jobs/view/data-scientist-at-brp-1714105357?refId=4bcca9ce-8940-4c95-8c31-4f3a2c8f1ff5&position=14&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,BRP,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
1334,https://ca.linkedin.com/jobs/view/data-scientist-i-at-td-1781541210?refId=4bcca9ce-8940-4c95-8c31-4f3a2c8f1ff5&position=15&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist I,TD,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1335,https://ca.linkedin.com/jobs/view/data-scientist-at-gogii-lighthouse-studios-inc-1781103132?refId=4bcca9ce-8940-4c95-8c31-4f3a2c8f1ff5&position=16&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Not found,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,https://ca.linkedin.com/jobs/view/data-scientist-at-aquatic-informatics-inc-1781069150?refId=4bcca9ce-8940-4c95-8c31-4f3a2c8f1ff5&position=17&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Aquatic Informatics Inc.,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1337,https://ca.linkedin.com/jobs/view/data-scientist-at-fiddlehead-technology-1760944990?refId=4bcca9ce-8940-4c95-8c31-4f3a2c8f1ff5&position=18&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Scientist,Not found,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1338,https://ca.linkedin.com/jobs/view/data-analyst-qa-at-it-iq-tech-recruiters-1770171131?refId=4bcca9ce-8940-4c95-8c31-4f3a2c8f1ff5&position=19&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Data Analyst/QA,Not found,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,https://ca.linkedin.com/jobs/view/principal-data-scientist-at-vanguard-1734294451?refId=4bcca9ce-8940-4c95-8c31-4f3a2c8f1ff5&position=20&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Principal Data Scientist,Vanguard,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1340,https://ca.linkedin.com/jobs/view/junior-data-scientist-talent-pilot-program-at-invest-ottawa-1677206817?refId=4bcca9ce-8940-4c95-8c31-4f3a2c8f1ff5&position=21&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,Junior Data Scientist (Talent Pilot Program),Invest Ottawa,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
